t	s	v	ve	vh	zmixreal	zmix	zhm	qin	qhin	qout	qhout	srf	iin	temp	temph	pin	phin	nin	nhin	pomin	pomhin	xin1	xhin1	xin2	xhin2	zin	zhin	oin	ohin	ae	ah
98	166.19	32582080	32582080	0	12.19	6.5729433124874	0	406944	0	189664.000000034	0	1.86892682926829	1071.5	6.05384615384615	6.05384615384615	53.2279715939755	53.2279715939755	4.72847404632937	4.72847404632937	53.9823529411765	53.9823529411765	0	0	0	0	0	0	12.4818276633351	12.4818276633351	0	0
99	166.21	32690690.0000001	32690690.0000001	0	12.21	6.58688091879913	0	354240	0	245629.999999944	0	1.68203414634146	579.5	6.03461538461539	6.03461538461539	61.1472551725913	61.1472551725913	5.43197872151496	5.43197872151496	53.9823529411765	53.9823529411765	0	0	0	0	0	0	12.4871095538215	12.4871095538215	0	0
100	166.23	32799270	32799270	0	12.23	6.60077882873818	0	315360	0	206780.000000108	0	1.51383073170732	523.5	6.01538461538462	6.01538461538462	68.6859578651026	68.6859578651026	6.10167472827707	6.10167472827707	53.9823529411765	53.9823529411765	0	0	0	0	0	0	12.4923936794267	12.4923936794267	0	0
101	166.24	32853560.0000001	32853560.0000001	0	12.24	6.60771520514885	0	333504	0	279213.999999899	0	1.36244765853659	329.5	5.99615384615385	5.99615384615385	64.9491570486073	64.9491570486073	5.76971833114283	5.76971833114283	53.9823529411765	53.9823529411765	0	0	0	0	0	0	12.4976800410964	12.4976800410964	0	0
102	166.25	32907850	32907850	0	12.25	6.6146432160804	0	333504	0	279214.000000056	0	1.22620289268293	547	5.97692307692308	5.97692307692308	64.9491570486073	64.9491570486073	5.76971833114283	5.76971833114283	53.9823529411765	53.9823529411765	0	0	0	0	0	0	12.5029686397769	12.5029686397769	0	0
103	166.25	32907850	32907850	0	12.25	6.6146432160804	0	298080	0	298080	0	1.10358260341463	929	5.95769230769231	5.95769230769231	72.6677525239491	72.6677525239491	6.45539500238009	6.45539500238009	53.9823529411765	53.9823529411765	0	0	0	0	0	0	12.5082594764149	12.5082594764149	0	0
104	166.25	32907850	32907850	0	12.25	6.6146432160804	0	298080	0	298080	0	1	108.5	5.93846153846154	5.93846153846154	72.6677525239491	72.6677525239491	6.45539500238009	6.45539500238009	53.9823529411765	53.9823529411765	0	0	0	0	0	0	12.5135525519573	12.5135525519573	0	0
105	166.27	33016430.0000001	33016430.0000001	0	12.27	6.62847420196749	0	374112	0	265531.999999952	0	1.25507246376812	494.5	5.91923076923077	5.91923076923077	57.8992485467955	57.8992485467955	5.14344405501416	5.14344405501416	53.9823529411765	53.9823529411765	0	0	0	0	0	0	12.5188478673516	12.5188478673516	0	0
106	166.27	33016430.0000001	33016430.0000001	0	12.27	6.62847420196749	0	354240	0	354240	0	1.1295652173913	462.5	5.9	5.9	51.5109578142992	51.5109578142992	5.05541012305617	5.05541012305617	53.9823529411765	53.9823529411765	0	0	0	0	0	0	12.5241454235457	12.5241454235457	0	0
107	166.25	32907850	32907850	0	12.25	6.6146432160804	0	396576	0	505156.000000048	0	1.11951219512195	243	6.12833333333333	6.12833333333333	46.0119666750821	46.0119666750821	4.51572581798045	4.51572581798045	53.9823529411765	53.9823529411765	0	0	0	0	0	0	12.4613902184878	12.4613902184878	0	0
108	166.25	32907850	32907850	0	12.25	6.6146432160804	0	406944	0	406944	0	1.02614379084967	1185.5	6.35666666666667	6.35666666666667	44.8396872693475	44.8396872693475	4.40067547866885	4.40067547866885	53.9823529411765	53.9823529411765	0	0	0	0	0	0	12.3989494632889	12.3989494632889	0	0
109	166.24	32853560.0000001	32853560.0000001	0	12.24	6.60771520514885	0	419040	0	473329.999999944	0	1.02972399150743	683	6.585	6.585	43.5453457811601	43.5453457811601	4.27364567103717	4.27364567103717	53.9823529411765	53.9823529411765	0	0	0	0	0	0	12.3368215823232	12.3368215823232	0	0
110	166.24	32853560.0000001	32853560.0000001	0	12.24	6.60771520514885	0	374112	0	374112	0	1	809.5	6.81333333333333	6.81333333333333	48.7748099396366	48.7748099396366	4.786877945619	4.786877945619	53.9823529411765	53.9823529411765	0	0	0	0	0	0	12.2750050078602	12.2750050078602	0	0
111	166.23	32799270	32799270	0	12.23	6.60077882873818	0	333504	0	387794.000000101	0	1	667.5	7.04166666666667	7.04166666666667	54.713711668038	54.713711668038	5.36973614107002	5.36973614107002	53.9823529411765	53.9823529411765	0	0	0	0	0	0	12.2134981800245	12.2134981800245	0	0
112	166.21	32690690.0000001	32690690.0000001	0	12.21	6.58688091879913	0	298080	0	406659.999999892	0	1	583.5	7.27	7.27	61.2159208807613	61.2159208807613	6.0078786969653	6.0078786969653	53.9823529411765	53.9823529411765	0	0	0	0	0	0	12.1522995467573	12.1522995467573	0	0
113	166.18	32527760.0000001	32527760.0000001	0	12.18	6.56595882115463	0	281664	0	444594.000000007	0	1	1168.5	7.49833333333333	7.49833333333333	64.783719950499	64.783719950499	6.35803113635898	6.35803113635898	53.9823529411765	53.9823529411765	0	0	0	0	0	0	12.0914075637763	12.0914075637763	0	0
114	166.15	32364800.0000001	32364800.0000001	0	12.15	6.54495449949445	0	265248	0	428208.000000015	0	1	1246	7.72666666666667	7.72666666666667	68.7931358432009	68.7931358432009	6.75152492004244	6.75152492004244	53.9823529411765	53.9823529411765	0	0	0	0	0	0	12.0308206945376	12.0308206945376	0	0
115	166.12	32201840.0000001	32201840.0000001	0	12.12	6.52387358184766	0	249696	0	412656.000000015	0	1	768	7.955	7.955	73.0778294251303	73.0778294251303	7.17203512267484	7.17203512267484	53.9823529411765	53.9823529411765	0	0	0	0	0	0	11.9705374101963	11.9705374101963	0	0
116	166.09	32038880	32038880	0	12.09	6.50271564846763	0	249696	0	412656.000000019	0	1	301	8.18333333333333	8.18333333333333	73.0778294251303	73.0778294251303	7.17203512267484	7.17203512267484	53.9823529411765	53.9823529411765	0	0	0	0	0	0	11.910556189568	11.910556189568	0	0
117	166.06	31875920	31875920	0	12.06	6.48148027653518	0	249696	0	412656.000000015	0	1	562	8.41166666666667	8.41166666666667	73.0778294251303	73.0778294251303	7.17203512267484	7.17203512267484	53.9823529411765	53.9823529411765	0	0	0	0	0	0	11.850875519091	11.850875519091	0	0
118	166.03	31712960	31712960	0	12.03	6.46016704013037	0	235008	0	397968.000000015	0	1	627.5	8.64	8.64	64.252205882353	64.252205882353	6.82105514705882	6.82105514705882	53.9823529411765	53.9823529411765	0	0	0	0	0	0	11.7914938927871	11.7914938927871	0	0
119	166.02	31658640.0000001	31658640.0000001	0	12.02	6.45304525071342	0	354240	0	408559.999999952	0	1.50735294117647	603	8.45	8.45	55.089755644	55.089755644	4.46476468392466	4.46476468392466	53.9823529411765	53.9823529411765	0	0	0	0	0	0	11.8408854937893	11.8408854937893	0	0
120	166.03	31712960	31712960	0	12.03	6.46016704013037	0	406944	0	352624.000000048	0	1.35661764705882	113.5	8.83666666666667	8.83666666666667	47.9549889894692	47.9549889894692	3.88652552103845	3.88652552103845	53.9823529411765	53.9823529411765	0	0	0	0	0	0	11.7405862388518	11.7405862388518	0	0
121	166.06	31875920	31875920	0	12.06	6.48148027653518	0	527040	0	364079.999999985	0	1.29511677282378	395	9.22333333333333	9.22333333333333	37.0275406787541	37.0275406787541	3.00090741050674	3.00090741050674	67.153125	67.153125	0	0	0	0	0	0	11.6411365775149	11.6411365775149	0	0
122	166.11	32147520.0000001	32147520.0000001	0	12.11	6.51682951550782	0	430272	0	158671.999999922	0	1.1656050955414	1243.5	9.61	9.61	45.3550197069076	45.3550197069076	3.67581028194601	3.67581028194601	67.153125	67.153125	0	0	0	0	0	0	11.5425293132218	11.5425293132218	0	0
123	166.13	32256160	32256160	0	12.13	6.53090909090909	0	354240	0	245600.000000093	0	1.04904458598726	1184.5	9.99666666666667	9.99666666666667	55.089755644	55.089755644	4.46476468392466	4.46476468392466	67.153125	67.153125	0	0	0	0	0	0	11.4447573103748	11.4447573103748	0	0
124	166.14	32310480	32310480	0	12.14	6.537936058276	0	315360	0	261040.000000045	0	1	621	10.3833333333333	10.3833333333333	61.881643326137	61.881643326137	5.01521512440853	5.01521512440853	67.153125	67.153125	0	0	0	0	0	0	11.3478134938187	11.3478134938187	0	0
125	166.15	32364800.0000001	32364800.0000001	0	12.15	6.54495449949445	0	298080	0	243759.999999892	0	1	764	10.77	10.77	65.4689849682318	65.4689849682318	5.30595223306989	5.30595223306989	67.153125	67.153125	0	0	0	0	0	0	11.2516908483294	11.2516908483294	0	0
126	166.15	32364800.0000001	32364800.0000001	0	12.15	6.54495449949445	0	298080	0	298080	0	1	1195	11.2357142857143	11.2357142857143	65.4689849682318	65.4689849682318	5.30595223306989	5.30595223306989	67.153125	67.153125	0	0	0	0	0	0	11.1369977980981	11.1369977980981	0	0
127	166.16	32419120	32419120	0	12.16	6.55196443007276	0	315360	0	261040.000000048	0	1.05797101449275	597	11.7014285714286	11.7014285714286	61.881643326137	61.881643326137	5.01521512440853	5.01521512440853	67.153125	67.153125	0	0	0	0	0	0	11.0234738606649	11.0234738606649	0	0
128	166.16	32419120	32419120	0	12.16	6.55196443007276	0	281664	0	281664	0	1	1030.5	12.1671428571429	12.1671428571429	69.2846620062576	69.2846620062576	5.61519484788071	5.61519484788071	67.153125	67.153125	0	0	0	0	0	0	10.9111071187887	10.9111071187887	0	0
129	166.16	32419120	32419120	0	12.16	6.55196443007276	0	281664	0	281664	0	1	1037	12.6328571428571	12.6328571428571	69.2846620062576	69.2846620062576	5.61519484788071	5.61519484788071	67.153125	67.153125	0	0	0	0	0	0	10.7998857767057	10.7998857767057	0	0
130	166.15	32364800.0000001	32364800.0000001	0	12.15	6.54495449949445	0	249696	0	304015.999999952	0	1	1112.5	13.0985714285714	13.0985714285714	78.1550166575778	78.1550166575778	6.3340952263291	6.3340952263291	67.153125	67.153125	0	0	0	0	0	0	10.689798158891	10.689798158891	0	0
131	166.15	32364800.0000001	32364800.0000001	0	12.15	6.54495449949445	0	249696	0	249696	0	1	1155	13.5642857142857	13.5642857142857	78.1550166575778	78.1550166575778	6.3340952263291	6.3340952263291	67.153125	67.153125	0	0	0	0	0	0	10.5808327088331	10.5808327088331	0	0
132	166.13	32256160	32256160	0	12.13	6.53090909090909	0	221184	0	329824.000000063	0	1	1072.5	14.03	14.03	88.2296867735937	88.2296867735937	7.15059968909809	7.15059968909809	67.153125	67.153125	0	0	0	0	0	0	10.4729779878208	10.4729779878208	0	0
133	166.13	32256160	28334460	3921700	7.565	6.03876042896399	2.00188871873405	265248	0	0	265248	1.19921875	851.5	14.27	13.525	73.5726378307491	73.5726378307491	5.96271505019255	5.96271505019255	67.153125	67.153125	0	0	0	0	0	0	10.4178263923852	10.5899815244144	0	4186948
134	166.13	32256160	13666660	18589500	3	3.77550493224147	4.60250061896509	221184	0	0	221184	1.079296875	1163.5	14.51	13.02	82.1918671248568	82.1918671248568	4.75657502863688	4.75657502863688	67.153125	67.153125	0	0	0	0	0	0	10.3629652299556	10.7082922181119	0	14888984
135	166.12	32201840.0000001	13999673.3333334	18202166.6666667	3.08333333333334	3.82912303175087	4.53806199617718	221184	0	0	275503.999999952	1	1012.5	15.4816666666667	13.0716666666667	82.1918671248568	82.1918671248568	4.75657502863688	4.75657502863688	67.153125	67.153125	0	0	0	0	0	0	10.1437905348987	10.6961273742866	111829.333333403	0
136	166.11	32147520.0000001	14337786.6666667	17809733.3333334	3.16666666666666	3.89104963102665	4.47525714477168	207360	0	0	261679.999999955	1	1343.5	16.4533333333333	13.1233333333333	87.6713249331806	87.6713249331806	5.07368003054601	5.07368003054601	67.153125	67.153125	0	0	0	0	0	0	9.92925134192907	10.6839763499783	130753.333333284	0
137	166.09	32038880	14667280.0000001	17371600	3.25	3.95047611071496	4.40635146103896	195264	0	0	303904.000000063	1	1360.5	17.425	13.175	93.1022919644396	93.1022919644396	5.38797879350019	5.38797879350019	67.153125	67.153125	0	0	0	0	0	0	9.71924961108085	10.6718391294876	134229.333333377	0
138	166.07	31930240	14996773.3333334	16933466.6666666	3.33333333333334	4.0090137311615	4.33613301922222	182304	0	0	290944.00000006	1	1370.5	18.3966666666667	13.2266666666667	99.7209383126225	99.7209383126225	5.77101046128456	5.77101046128456	67.153125	67.153125	0	0	0	0	0	0	9.51368937591449	10.6597156971331	147189.333333347	0
139	166.05	31821600.0000001	15326266.6666666	16495333.3333334	3.41666666666666	4.06668228672281	4.26456394346779	171072	0	0	279711.999999907	1	984.5	19.3683333333333	13.2783333333333	106.26827264628	106.26827264628	6.14991518854062	6.14991518854062	67.153125	67.153125	0	0	0	0	0	0	9.31247669966188	10.6476060372512	158421.33333323	0
140	166.03	31712960	15655760	16057200	3.5	4.12350098834186	4.19160488670774	0	195264	0	303904.000000063	1.14141414141414	869	20.34	13.33	93.1022919644396	93.1022919644396	5.38797879350019	5.38797879350019	67.153125	67.153125	0	0	0	0	0	0	9.11551963229926	10.6355101341961	329493.33333336	0
141	166.02	31658640.0000001	17057173.3333333	14601466.6666667	3.83333333333334	4.35609432261173	3.93867788807367	0	249696	0	304015.999999952	1.2787610619469	907.5	19.4733333333333	13.37	72.8066366227105	72.8066366227105	4.21343670356762	4.21343670356762	67.153125	67.153125	0	0	0	0	0	0	9.29098970551862	10.6261550021398	1401413.33333335	0
142	166.01	31604320	18328553.3333333	13275766.6666666	4.16666666666666	4.55918694680342	3.72412664572112	0	265248	0	319568.000000108	1.15088495575221	483	18.6066666666667	13.41	68.5378435959718	68.5378435959718	3.96639481215323	3.96639481215323	67.153125	67.153125	0	0	0	0	0	0	9.46983750681468	10.6168080989785	1271379.99999997	0
143	166.01	31604320	19465220	12139100	4.5	4.74494697838406	3.56529017857142	0	396576	0	396576	1.49511400651466	349	17.74	13.45	45.8412156513363	45.8412156513363	2.65290459113517	2.65290459113517	67.153125	67.153125	0	0	0	0	0	0	9.65212805608939	10.6074694174739	1136666.66666667	0
144	166.03	31712960	20642326.6666667	11070633.3333333	4.83333333333334	4.92963197235138	3.40174328089151	0	281664	0	173023.99999994	1.34560260586319	687	17.3	13.3533333333333	64.543306699274	64.543306699274	3.73522456236516	3.73522456236516	67.153125	67.153125	0	0	0	0	0	0	9.74601433213543	10.630051973375	1177106.66666669	0
145	166.04	31767280	21773880	9993399.99999998	5.16666666666666	5.10022947239185	3.20877215515027	0	281664	0	227344.000000045	1.21104234527687	1442.5	16.86	13.2566666666667	64.543306699274	64.543306699274	3.73522456236516	3.73522456236516	67.153125	67.153125	0	0	0	0	0	0	9.84081384024579	10.6526826059484	1131553.33333332	0
146	166.03	31712960	22821660	8891300.00000001	5.5	5.25895669709721	2.97288350942892	0	221184	0	275503.999999955	1.08993811074919	854.5	16.42	13.16	135.471484375	135.471484375	6.84546875	6.84546875	67.153125	67.153125	0	0	0	0	0	0	9.93653546343126	10.6753614175459	1047780.00000002	0
147	166.02	31658640.0000001	25625440	6033200.00000003	6.5	5.67165388367386	2.38353350189634	0	235008	0	289327.999999952	1.0625	643.5	15.81	12.925	127.502573529412	127.502573529412	6.44279411764706	6.44279411764706	67.153125	67.153125	0	0	0	0	0	0	10.0707825525397	10.7306959525951	2803780.00000003	0
148	166.02	31658640.0000001	27824240	3834400.00000002	7.5	5.97200708733798	1.98467908902692	0	384480	0	384480	1.63602941176471	880.5	15.2	12.69	49.7783092386576	49.7783092386576	2.81364475130963	2.81364475130963	67.153125	67.153125	0	0	0	0	0	0	10.2068433805514	10.7863173079823	2198800.00000001	0
149	166.03	31712960	29479260	2233700	8.5	6.18517474604538	1.60053023789051	0	315360	0	261040.000000048	1.47242647058824	1011	15.23	12.3	60.688623592336	60.688623592336	3.43033401187064	3.43033401187064	67.153125	67.153125	0	0	0	0	0	0	10.2001090864818	10.8792620733406	1655019.99999997	0
150	166.03	31712960	29801760	1911200.00000001	8.75	6.2256034974271	1.51011378002529	0	281664	0	281664	1.32518382352941	738	15.015	12.425	67.9489190527688	67.9489190527688	3.84071139365885	3.84071139365885	67.153125	67.153125	0	0	0	0	0	0	10.2484698855865	10.8493852021655	322499.999999996	0
151	166.03	31712960	30124260	1588700	9	6.26568157345	1.39899612539627	0	249696	0	249696	1.19266544117647	1084	14.8	12.55	76.648261630459	76.648261630459	4.33242876931759	4.33242876931759	67.153125	67.153125	0	0	0	0	0	0	10.2970599731105	10.8195903795176	322500.000000004	0
152	166.02	31658640.0000001	30304140.0000001	1354500	9.25	6.28788515927876	1.33857100504002	0	221184	0	275503.999999952	1.07339889705882	338.5	14.585	12.675	86.5287016062603	86.5287016062603	4.89090591536244	4.89090591536244	56.7046875	56.7046875	0	0	0	0	0	0	10.3458804361572	10.7898773800735	179880.000000051	0
153	166.01	31604320	30470820	1133499.99999999	9.5	6.3083639542418	1.27402495223109	195264	0	0	249584.000000108	1	1281.5	14.37	12.8	98.0148124389497	98.0148124389497	5.54014121386188	5.54014121386188	56.7046875	56.7046875	0	0	0	0	0	0	10.3949323669838	10.7602459791286	0	28584.0000001006
154	166	31550000	27428666.6666667	4121333.33333331	7.33333333333334	5.9195991243248	2.03690280065898	171072	0	0	225391.999999955	1	1383	15.23	13.35	111.875492985872	111.875492985872	6.32359552693325	6.32359552693325	56.7046875	56.7046875	0	0	0	0	0	0	10.2001090864818	10.6308315391034	0	3213225.33333328
155	165.99	31503600	21670700	9832900.00000003	5.16666666666666	5.0849449938681	3.17559100891358	171072	0	0	217471.999999959	1	927.5	16.09	13.9	111.875492985872	111.875492985872	6.32359552693325	6.32359552693325	56.7046875	56.7046875	0	0	0	0	0	0	10.0089372112304	10.5029735781141	0	5929038.66666667
156	165.97	31410800	13488000	17922800	3	3.75221735640211	4.49283064273538	171072	0	0	263872.000000056	1	1408.5	16.95	14.45	111.875492985872	111.875492985872	6.32359552693325	6.32359552693325	56.7046875	56.7046875	0	0	0	0	0	0	9.82134830608031	10.3766533762482	0	8353772.00000002
157	165.97	31410800	16138000	15272800	3.625	4.20516627662294	4.05738271080176	182304	0	0	182304	1.06565656565657	1161.5	17.525	14.58	104.982690100486	104.982690100486	5.93399011532125	5.93399011532125	56.7046875	56.7046875	0	0	0	0	0	0	9.69789076528159	10.3470185456001	2467696	0
158	165.97	31410800	18555600	12855200	4.25	4.59689655007737	3.66704701049749	182304	0	0	182304	1	1505.5	18.1	14.71	104.982690100486	104.982690100486	5.93399011532125	5.93399011532125	56.7046875	56.7046875	0	0	0	0	0	0	9.5759851259026	10.3174683494825	2235296.00000001	0
159	165.97	31410800	20686850	10723950	4.875	4.93647035789375	3.34537996006988	160704	0	0	160704	1	1202.5	18.675	14.84	119.093266726896	119.093266726896	6.73156943189669	6.73156943189669	56.7046875	56.7046875	0	0	0	0	0	0	9.45561188003806	10.2880025461866	1970545.99999997	0
160	165.97	31410800	22712100	8698699.99999999	5.5	5.24213615031523	2.9296443486461	149472	0	0	149472	1	1302.5	19.25	14.97	128.042471741056	128.042471741056	7.23740990943806	7.23740990943806	56.7046875	56.7046875	0	0	0	0	0	0	9.33675176500335	10.2586208946936	1875778.00000002	0
161	165.97	31410800	19408100	12002700	4.5	4.7357898871258	3.54522093572779	139968	0	0	139968	1	1522	19.69	15.375	136.736713649399	136.736713649399	7.72883897736287	7.72883897736287	56.7046875	56.7046875	0	0	0	0	0	0	9.24680803788486	10.1676225820193	0	3443968
162	165.96	31364400	15604000	15760400	3.5	4.11463085779107	4.14137061173009	149472	0	0	195871.999999959	1.0679012345679	1537	20.13	15.78	104.549196468272	104.549196468272	5.2273728006098	5.2273728006098	56.7046875	56.7046875	0	0	0	0	0	0	9.15773076563758	10.0774314629234	0	3953571.99999999
163	165.95	31317999.9999999	19383500	11934500	4.5	4.73184049458678	3.53510071090047	149472	0	0	195872.000000093	1	599	20.47	15.01	104.549196468272	104.549196468272	5.2273728006098	5.2273728006098	56.7046875	56.7046875	0	0	0	0	0	0	9.08948649128758	10.2495972792794	3630027.99999998	0
164	165.95	31317999.9999999	19383500	11934500	4.5	4.73184049458678	3.53510071090047	139968	0	0	139968	1	1122	20.5375	15.105	111.648215981549	111.648215981549	5.58231786731787	5.58231786731787	56.7046875	56.7046875	0	0	0	0	0	0	9.0759986210703	10.2281979910114	0	139968
165	165.94	31271600	19371200	11900400	4.5	4.72986451216613	3.53001898433792	160704	0	0	207103.999999959	1.14814814814815	664.5	20.605	15.2	97.2419945645752	97.2419945645752	4.86201878766395	4.86201878766395	56.7046875	56.7046875	0	0	0	0	0	0	9.06253076547577	10.2068433805514	0	173003.999999989
166	165.94	31271600	19371200	11900400	4.5	4.72986451216613	3.53001898433792	235008	0	0	235008	1.46236559139785	711	20.6725	15.295	66.4963639301874	66.4963639301874	3.32476284744667	3.32476284744667	56.7046875	56.7046875	0	0	0	0	0	0	9.0490828948043	10.1855333546202	0	235008
167	165.95	31317999.9999999	19383500	11934500	4.5	4.73184049458678	3.53510071090047	0	182304	0	135904.000000041	1.31612903225806	1124	20.74	15.39	85.7204312275402	85.7204312275402	4.28595021092651	4.28595021092651	56.7046875	56.7046875	0	0	0	0	0	0	9.03565497940034	10.1642678201334	12299.9999999888	0
168	165.95	31317999.9999999	20520166.6666666	10797833.3333333	4.83333333333334	4.91081518516276	3.35753524046434	0	160704	0	160704	1.18451612903226	1060	20.4633333333333	15.1566666666667	97.2419945645752	97.2419945645752	4.86201878766395	4.86201878766395	56.7046875	56.7046875	0	0	0	0	0	0	9.09081971374023	10.2165785442649	1136666.66666667	0
169	165.95	31317999.9999999	21613500	9704499.99999996	5.16666666666666	5.07644864890868	3.14876703439324	0	149472	0	149472	1.06606451612903	834	20.1866666666667	14.9233333333333	104.549196468272	104.549196468272	5.2273728006098	5.2273728006098	56.7046875	56.7046875	0	0	0	0	0	0	9.14632124136425	10.269158487184	1093333.33333332	0
170	165.95	31317999.9999999	22683500	8634499.99999996	5.5	5.23773632614858	2.91509115462524	0	149472	0	149472	1	1143	19.91	14.69	104.549196468272	104.549196468272	5.2273728006098	5.2273728006098	56.7046875	56.7046875	0	0	0	0	0	0	9.2021616184722	10.3220090344337	1070000.00000001	0
171	165.94	31271600	24226200	7045399.99999999	6	5.46984784859641	2.54677559282822	0	195264	0	241663.999999959	1.30635838150289	460.5	19.495	14.495	80.0310220752698	80.0310220752698	4.00148448896236	4.00148448896236	56.7046875	56.7046875	0	0	0	0	0	0	9.28656205576602	10.3663855728071	1542700.00000001	0
172	165.94	31271600	25431200	5840399.99999999	6.5	5.64411480215087	2.34893822393822	0	182304	0	182304	1.1757225433526	846.5	19.08	14.3	85.7204312275402	85.7204312275402	4.28595021092651	4.28595021092651	56.7046875	56.7046875	0	0	0	0	0	0	9.37173659746168	10.4109528954697	1205000	0
173	165.96	31364400	26663440	4700960.00000001	7	5.81626523896401	2.123288166215	0	333504	0	240703.999999948	1.82938388625592	392.5	18.665	14.105	46.8575414223082	46.8575414223082	2.34283806866708	2.34283806866708	56.7046875	56.7046875	0	0	0	0	0	0	9.45769234349426	10.4557118226445	1232240.00000003	0
174	165.98	31457199.9999999	27700400	3756799.99999998	7.5	5.95566198603223	1.96897274633123	0	195264	0	102464.000000078	1.64644549763033	1117	18.25	13.91	80.0310220752698	80.0310220752698	4.00148448896236	4.00148448896236	56.7046875	56.7046875	0	0	0	0	0	0	9.54443645891806	10.5006631780803	1036959.99999995	0
175	165.99	31503600	28676500	2827100.00000001	8	6.08298729767601	1.72932468803524	0	221184	0	174783.999999907	1.4818009478673	761.5	17.79	13.995	70.6523866758241	70.6523866758241	3.53256052541209	3.53256052541209	56.7046875	56.7046875	0	0	0	0	0	0	9.6415165526246	10.4810452863828	976100.00000006	0
176	165.99	31503600	29321500	2182100.00000001	8.5	6.16526875556533	1.58721268548153	0	182304	0	182304	1.33362085308057	976.5	17.33	14.08	115.10906460464	115.10906460464	4.78463436832345	4.78463436832345	56.7046875	56.7046875	0	0	0	0	0	0	9.73958408489122	10.4614640458633	645000	0
177	165.99	31503600	30387100	1116500.00000001	9.5	6.2980893039885	1.26831761899353	85536	85536	0	171072	1.20025876777251	733	17.08	14	122.66673046252	122.66673046252	5.09877702886994	5.09877702886994	56.7046875	56.7046875	0	0	0	0	0	0	9.79329937900972	10.4798924348093	980064.000000004	0
178	165.98	31457199.9999999	28965500	2491699.99999998	8.25	6.12003378770664	1.66157642037876	103680	103680	0	253760.000000093	1.21212121212121	760.5	17.685	14.8975	101.200052631579	101.200052631579	4.2064910488177	4.2064910488177	56.7046875	56.7046875	0	0	0	0	0	0	9.66381419972835	10.2749964510552	0	1525280.00000007
179	165.99	31503600	26743360	4760240.00000002	7	5.82722533009041	2.13129169464966	140832	140832	0	235263.999999907	1.35833333333333	998.5	18.29	15.795	74.5031062318373	74.5031062318373	3.09680322612346	3.09680322612346	56.7046875	56.7046875	0	0	0	0	0	0	9.5360410493562	10.0741064591965	0	2362971.99999994
180	166	31550000	23557500	7992500.00000002	5.75	5.37052201394574	2.76557093425606	97632	97632	0	148864.000000041	1.2225	1473	18.895	16.6925	107.469082440615	107.469082440615	4.46707014033738	4.46707014033738	56.7046875	56.7046875	0	0	0	0	0	0	9.4099572917661	9.8771441367069	0	3283492.00000004
181	166	31550000	19445000	12105000	4.5	4.74170755354467	3.56029411764706	171072	0	0	171072	1.10025	927.5	19.5	17.59	114.782846736758	114.782846736758	4.40557257511169	4.40557257511169	56.7046875	56.7046875	0	0	0	0	0	0	9.28554059012152	9.6840326923709	0	4283571.99999998
182	165.99	31503600	22740700	8762900.00000003	5.5	5.24653227776796	2.94412713344981	171072	0	0	217471.999999959	1	636.5	19.5366666666667	17.06	114.782846736758	114.782846736758	4.40557257511169	4.40557257511169	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.27805327433553	9.79760937886691	3124628.00000001	0
183	165.99	31503600	25542700	5960900.00000002	6.5	5.65994157636112	2.37070474069361	160704	0	0	160704	1	1423	19.5733333333333	16.53	122.188191687517	122.188191687517	4.68980306382857	4.68980306382857	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.27057199588222	9.9125181203162	2641296.00000001	0
184	165.98	31457199.9999999	27700400	3756799.99999998	7.5	5.95566198603223	1.96897274633123	160704	0	0	207104.000000093	1	1141	19.61	16	122.188191687517	122.188191687517	4.68980306382857	4.68980306382857	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.26309674989345	10.0287745393826	1996995.99999995	0
185	165.98	31457199.9999999	28643000	2814199.99999999	8	6.0786739785674	1.72692685321551	235008	0	0	235008	1.46236559139785	566.5	19.425	15.95	83.5551604921989	83.5551604921989	3.20699768335336	3.20699768335336	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.30087437899219	10.0398122610099	707591.999999993	0
186	166	31550000	29355000	2195000	8.5	6.1695028875552	1.59057971014493	281664	0	0	188863.999999948	1.31612903225806	626	19.24	15.9	69.7147351345954	69.7147351345954	2.67577720819667	2.67577720819667	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.3388060763576	10.0508621308112	430336.000000037	0
187	166.01	31604320	30041420	1562899.99999999	9	6.2554200058824	1.3889975115535	182304	0	0	127984.000000045	1.18451612903226	427.5	19.055	15.85	107.710917790891	107.710917790891	4.1341391937067	4.1341391937067	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.37689247032535	10.0619241621569	504115.999999966	0
188	166.02	31658640.0000001	30516640	1142000.00000001	9.5	6.31397753107199	1.2768336314848	0	489888	0	435567.999999892	2.68720379146919	751	18.87	15.8	40.0828988604552	40.0828988604552	1.53845391511837	1.53845391511837	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.41513419179358	10.0729983684321	475220.000000087	0
